TITULO_ORIGINAL,TIPO_OBRA,PAIS_OBRA,PUBLICO_TOTAL,PAIS_OBRA,Contagem,TIPO_OBRA,Publico_Total,TITULO_ORIGINAL,PUBLICO_TOTAL,PUBLICO_NIVEL,TITULO_ORIGINAL,RENDA_TOTAL,TITULO_ORIGINAL,DATA_LANCAMENTO_OBRA,MES_LANCAMENTO,RAZAO_SOCIAL_DISTRIBUIDORA,NOME_DISTRIBUIDORA
,,,,,,,,SOME LIKE IT HOT,3549,Alto,SOME LIKE IT HOT,,SOME LIKE IT HOT,2012-08-03,8,CINEMARK BRASIL S.A,CINEMARK
,,,,,,,,SOME LIKE IT HOT,2010,Alto,SOME LIKE IT HOT,,SOME LIKE IT HOT,2012-08-03,8,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
,,,,,,,,SVET-AKE,830,Alto,SVET-AKE,,SVET-AKE,2012-08-03,8,MOSTRA INTERNACIONAL DE CINEMA LTDA,MOSTRA
,,,,,,,,VOU RIFAR MEU CORAÇÃO,11081,Alto,VOU RIFAR MEU CORAÇÃO,,VOU RIFAR MEU CORAÇÃO,2012-08-03,8,VITRINE FILMES LTDA,VITRINE
,,,,,,,,WHAT TO EXPECT WHEN YOU'RE EXPECTING,451672,Alto,WHAT TO EXPECT WHEN YOU'RE EXPECTING,,WHAT TO EXPECT WHEN YOU'RE EXPECTING,2012-08-03,8,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,THE DARK KNIGHT RISES,5147098,Alto,THE DARK KNIGHT RISES,,THE DARK KNIGHT RISES,2012-07-27,7,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,THIS MUST BE THE PLACE,33539,Alto,THIS MUST BE THE PLACE,,THIS MUST BE THE PLACE,2012-07-27,7,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,ATM,12285,Alto,ATM,,ATM,2012-07-20,7,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
,,,,,,,,BRAVE,3464618,Alto,BRAVE,,BRAVE,2012-07-20,7,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,CHERNOBYL DIARIES,256713,Alto,CHERNOBYL DIARIES,,CHERNOBYL DIARIES,2012-07-20,7,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,ELLES,26165,Alto,ELLES,,ELLES,2012-07-20,7,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,JUSAN-NIN NO SHIKAKU (AKA 13 ASSASSINS),4943,Alto,JUSAN-NIN NO SHIKAKU (AKA 13 ASSASSINS),,JUSAN-NIN NO SHIKAKU (AKA 13 ASSASSINS),2012-07-20,7,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",UNIFILMES
,,,,,,,,THE LADY,15999,Alto,THE LADY,,THE LADY,2012-07-20,7,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,LES BIEN-AIMÉS,28017,Alto,LES BIEN-AIMÉS,,LES BIEN-AIMÉS,2012-07-13,7,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,WELCOME,20667,Alto,WELCOME,,WELCOME,2012-07-13,7,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,BEAUFORT,3385,Alto,BEAUFORT,,BEAUFORT,2012-07-06,7,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
,,,,,,,,HAI SHANG CHUAN QI,2142,Alto,HAI SHANG CHUAN QI,,HAI SHANG CHUAN QI,2012-07-06,7,MOSTRA INTERNACIONAL DE CINEMA LTDA,MOSTRA
,,,,,,,,HODEJEGERNE,6446,Alto,HODEJEGERNE,,HODEJEGERNE,2012-07-06,7,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",UNIFILMES
,,,,,,,,LA GUERRE DES BOUTONS,21553,Alto,LA GUERRE DES BOUTONS,,LA GUERRE DES BOUTONS,2012-07-06,7,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,LES PETITS MOUCHOIRS,10802,Alto,LES PETITS MOUCHOIRS,,LES PETITS MOUCHOIRS,2012-07-06,7,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,THE AMAZING SPIDER-MAN,5145696,Alto,THE AMAZING SPIDER-MAN,,THE AMAZING SPIDER-MAN,2012-07-06,7,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,THE MILL AND THE CROSS,3596,Alto,THE MILL AND THE CROSS,,THE MILL AND THE CROSS,2012-07-06,7,FREDERICO DA CRUZ MACHADO - ME,FREDERICO
,,,,,,,,ICE AGE: CONTINENTAL DRIFT,8729837,Alto,ICE AGE: CONTINENTAL DRIFT,,ICE AGE: CONTINENTAL DRIFT,2012-06-29,6,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,L'ENFANT D'EN HAUT,9125,Alto,L'ENFANT D'EN HAUT,,L'ENFANT D'EN HAUT,2012-06-29,6,ESFERA PRODUÇÕES CULTURAIS EIRELI,ESFERA
,,,,,,,,TOKYO KAZOKU,9929,Alto,TOKYO KAZOKU,,TOKYO KAZOKU,2012-06-29,6,ESFERA PRODUÇÕES CULTURAIS EIRELI,ESFERA
,,,,,,,,FAUST,35461,Alto,FAUST,,FAUST,2012-06-23,6,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,DARK SHADOWS,940393,Alto,DARK SHADOWS,,DARK SHADOWS,2012-06-22,6,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,THE EXTRA MAN,7698,Alto,THE EXTRA MAN,,THE EXTRA MAN,2012-06-22,6,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",UNIFILMES
,,,,,,,,LA VIEJA DE ATRAS,4648,Alto,LA VIEJA DE ATRAS,,LA VIEJA DE ATRAS,2012-06-15,6,PANDA FILMES LTDA,PANDA
,,,,,,,,LAST NIGHT,41638,Alto,LAST NIGHT,,LAST NIGHT,2012-06-15,6,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",UNIFILMES
,,,,,,,,MULHER À TARDE,321,Baixo,MULHER À TARDE,,MULHER À TARDE,2012-06-15,6,AFFONSO UCHOA ALONSO RODRIGUES,AFFONSO
,,,,,,,,PROMETHEUS,1101176,Alto,PROMETHEUS,,PROMETHEUS,2012-06-15,6,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,SALMON FISHING IN THE YEMEN,27177,Alto,SALMON FISHING IN THE YEMEN,,SALMON FISHING IN THE YEMEN,2012-06-15,6,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,FRIENDS WITH KIDS,65414,Alto,FRIENDS WITH KIDS,,FRIENDS WITH KIDS,2012-06-08,6,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,KABOOM,1724,Alto,KABOOM,,KABOOM,2012-06-08,6,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",UNIFILMES
,,,,,,,,LA PRIMA COSA BELLA,36938,Alto,LA PRIMA COSA BELLA,,LA PRIMA COSA BELLA,2012-06-08,6,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,MADAGASCAR 3: EUROPES'S MOST WANTED,5270078,Alto,MADAGASCAR 3: EUROPES'S MOST WANTED,,MADAGASCAR 3: EUROPES'S MOST WANTED,2012-06-08,6,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,THE VOW,228295,Alto,THE VOW,,THE VOW,2012-06-08,6,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,CARNAGE,87142,Alto,CARNAGE,,CARNAGE,2012-06-07,6,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,WEEKEND,7661,Alto,WEEKEND,,WEEKEND,2012-06-07,6,ALBERTO BITELLI INTERNATIONAL FILMS LTDA,ALBERTO
,,,,,,,,AM ENDE KOMMEN TOURISTEN,12076,Alto,AM ENDE KOMMEN TOURISTEN,,AM ENDE KOMMEN TOURISTEN,2012-06-01,6,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
,,,,,,,,SNOW WHITE AND THE HUNTSMAN,2518398,Alto,SNOW WHITE AND THE HUNTSMAN,,SNOW WHITE AND THE HUNTSMAN,2012-06-01,6,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,UN ÉTÉ BRÛLANT,9535,Alto,UN ÉTÉ BRÛLANT,,UN ÉTÉ BRÛLANT,2012-05-26,5,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,FLOWERS OF WAR,55823,Alto,FLOWERS OF WAR,,FLOWERS OF WAR,2012-05-25,5,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
,,,,,,,,HASTA LA VISTA,8844,Alto,HASTA LA VISTA,,HASTA LA VISTA,2012-05-25,5,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,LA DÉLICATESSE,85829,Alto,LA DÉLICATESSE,,LA DÉLICATESSE,2012-05-25,5,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,MEN IN BLACK 3,2649531,Alto,MEN IN BLACK 3,,MEN IN BLACK 3,2012-05-25,5,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,HOW I SPENT MY SUMMER VACATION,199622,Alto,HOW I SPENT MY SUMMER VACATION,,HOW I SPENT MY SUMMER VACATION,2012-05-18,5,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,KISEKI,15303,Alto,KISEKI,,KISEKI,2012-05-18,5,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,THE RAVEN,252044,Alto,THE RAVEN,,THE RAVEN,2012-05-18,5,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,BATTLESHIP,837283,Alto,BATTLESHIP,,BATTLESHIP,2012-05-11,5,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,MISTERIOS DE LISBOA,856,Alto,MISTERIOS DE LISBOA,,MISTERIOS DE LISBOA,2012-05-11,5,MOSTRA INTERNACIONAL DE CINEMA LTDA,MOSTRA
,,,,,,,,ROMANCE DE FORMAÇÃO,1387,Alto,ROMANCE DE FORMAÇÃO,,ROMANCE DE FORMAÇÃO,2012-05-11,5,SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA),SPECTATEUR-COMÉRCIO
,,,,,,,,THE BEST EXOTIC MARIGOLD HOTEL,129353,Alto,THE BEST EXOTIC MARIGOLD HOTEL,,THE BEST EXOTIC MARIGOLD HOTEL,2012-05-11,5,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,THE PIRATES! BAND OF MISFITS,472500,Alto,THE PIRATES! BAND OF MISFITS,,THE PIRATES! BAND OF MISFITS,2012-05-11,5,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,21 JUMP STREET,196626,Alto,21 JUMP STREET,,21 JUMP STREET,2012-05-04,5,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,LOVE & BRUISES,4986,Alto,LOVE & BRUISES,,LOVE & BRUISES,2012-05-04,5,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,PARALELO 10,2210,Alto,PARALELO 10,,PARALELO 10,2012-05-04,5,DE FELIPPES FILMES E PRODUÇÕES LTDA,DE
,,,,,,,,THE CONSPIRATOR,11273,Alto,THE CONSPIRATOR,,THE CONSPIRATOR,2012-05-04,5,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,THE LUCKY ONE,202578,Alto,THE LUCKY ONE,,THE LUCKY ONE,2012-05-04,5,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,AGES OF LOVE,102187,Alto,AGES OF LOVE,,AGES OF LOVE,2012-04-27,4,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,DANCING DREAMS,4503,Alto,DANCING DREAMS,,DANCING DREAMS,2012-04-27,4,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,MY WEEK WITH MARILYN,100941,Alto,MY WEEK WITH MARILYN,,MY WEEK WITH MARILYN,2012-04-27,4,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,THE AVENGERS,10916203,Alto,THE AVENGERS,,THE AVENGERS,2012-04-27,4,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,AMERICAN REUNION,1537946,Alto,AMERICAN REUNION,,AMERICAN REUNION,2012-04-20,4,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,AMERICANO,4010,Alto,AMERICANO,,AMERICANO,2012-04-20,4,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,ARGUS MONTENEGRO E A INSTABILIDADE DO TEMPO FORTE,447,Baixo,ARGUS MONTENEGRO E A INSTABILIDADE DO TEMPO FORTE,,ARGUS MONTENEGRO E A INSTABILIDADE DO TEMPO FORTE,2012-04-20,4,OKNA PRODUÇÕES CULTURAIS LTDA,OKNA
,,,,,,,,LIFE IN A DAY,592,Alto,LIFE IN A DAY,,LIFE IN A DAY,2012-04-20,4,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",UNIFILMES
,,,,,,,,SNOW FLOWER AND THE SECRET FAN,19002,Alto,SNOW FLOWER AND THE SECRET FAN,,SNOW FLOWER AND THE SECRET FAN,2012-04-20,4,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,THE GREY,161460,Alto,THE GREY,,THE GREY,2012-04-20,4,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,THE RUM DIARY,74267,Alto,THE RUM DIARY,,THE RUM DIARY,2012-04-20,4,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",UNIFILMES
,,,,,,,,VALE DOS ESQUECIDOS,449,Baixo,VALE DOS ESQUECIDOS,,VALE DOS ESQUECIDOS,2012-04-20,4,SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA),SPECTATEUR-COMÉRCIO
,,,,,,,,BLACK GOLD,28073,Alto,BLACK GOLD,,BLACK GOLD,2012-04-13,4,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,GONE,158642,Alto,GONE,,GONE,2012-04-13,4,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,HAYWIRE,89449,Alto,HAYWIRE,,HAYWIRE,2012-04-13,4,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,ONE FOR THE MONEY,313007,Alto,ONE FOR THE MONEY,,ONE FOR THE MONEY,2012-04-13,4,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
,,,,,,,,QUEM SE IMPORTA,8111,Alto,QUEM SE IMPORTA,,QUEM SE IMPORTA,2012-04-13,4,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,RESERVA
,,,,,,,,TITANIC,693190,Alto,TITANIC,,TITANIC,2012-04-13,4,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,TITANIC,502871,Alto,TITANIC,,TITANIC,2012-04-13,4,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,LA VIDA DE LOS PECES,4772,Alto,LA VIDA DE LOS PECES,,LA VIDA DE LOS PECES,2012-04-06,4,ESFERA PRODUÇÕES CULTURAIS EIRELI,ESFERA
,,,,,,,,LES NEIGES DU KILIMANDJARO,48499,Alto,LES NEIGES DU KILIMANDJARO,,LES NEIGES DU KILIMANDJARO,2012-04-06,4,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,"SANTOS, 100 ANOS DE FUTEBOL ARTE",691,Alto,"SANTOS, 100 ANOS DE FUTEBOL ARTE",,"SANTOS, 100 ANOS DE FUTEBOL ARTE",2012-04-06,4,CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI,CANAL
,,,,,,,,XINGU,200,Baixo,XINGU,,XINGU,2012-04-06,4,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,YOUNG ADULT,15959,Alto,YOUNG ADULT,,YOUNG ADULT,2012-04-06,4,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,MIRROR MIRROR,1936376,Alto,MIRROR MIRROR,,MIRROR MIRROR,2012-04-05,4,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,DR. SEUSS' THE LORAX,837008,Alto,DR. SEUSS' THE LORAX,,DR. SEUSS' THE LORAX,2012-03-30,3,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,EL BAILE DE LA VICTORIA,69801,Alto,EL BAILE DE LA VICTORIA,,EL BAILE DE LA VICTORIA,2012-03-30,3,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,SLEEPING BEAUTY,6431,Alto,SLEEPING BEAUTY,,SLEEPING BEAUTY,2012-03-30,3,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",UNIFILMES
,,,,,,,,WRATH OF THE TITANS,2481259,Alto,WRATH OF THE TITANS,,WRATH OF THE TITANS,2012-03-30,3,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,A DANGEROUS METHOD,208538,Alto,A DANGEROUS METHOD,,A DANGEROUS METHOD,2012-03-23,3,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,AUGUST,4343,Alto,AUGUST,,AUGUST,2012-03-23,3,ALBERTO BITELLI INTERNATIONAL FILMS LTDA,ALBERTO
,,,,,,,,GOLAKANI KIRKUK - THE FLOWERS OF KIRKUK,4727,Alto,GOLAKANI KIRKUK - THE FLOWERS OF KIRKUK,,GOLAKANI KIRKUK - THE FLOWERS OF KIRKUK,2012-03-23,3,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,LA PIVELLINA,5958,Alto,LA PIVELLINA,,LA PIVELLINA,2012-03-23,3,ESTAÇÃO ARTE E EVENTOS LTDA,ESTAÇÃO
,,,,,,,,OLIVER SHERMAN,1385,Alto,OLIVER SHERMAN,,OLIVER SHERMAN,2012-03-23,3,FREDERICO DA CRUZ MACHADO - ME,FREDERICO
,,,,,,,,"RAUL, O INÍCIO, O FIM E O MEIO",170471,Alto,"RAUL, O INÍCIO, O FIM E O MEIO",,"RAUL, O INÍCIO, O FIM E O MEIO",2012-03-23,3,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,THE HUNGER GAMES,1917140,Alto,THE HUNGER GAMES,,THE HUNGER GAMES,2012-03-23,3,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,ANDERSON SILVA: LIKE WATER,67011,Alto,ANDERSON SILVA: LIKE WATER,,ANDERSON SILVA: LIKE WATER,2012-03-16,3,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,HABEMUS PAPAM,102413,Alto,HABEMUS PAPAM,,HABEMUS PAPAM,2012-03-16,3,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",UNIFILMES
,,,,,,,,MI PRIMERA BODA,9305,Alto,MI PRIMERA BODA,,MI PRIMERA BODA,2012-03-16,3,SERENDIP FILMES LTDA,SERENDIP
,,,,,,,,PINA,100240,Alto,PINA,,PINA,2012-03-16,3,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,PROJECT X,82231,Alto,PROJECT X,,PROJECT X,2012-03-16,3,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,SAFE HOUSE,311322,Alto,SAFE HOUSE,,SAFE HOUSE,2012-03-16,3,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,SHAME,99273,Alto,SHAME,,SHAME,2012-03-16,3,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,SLOVENIAN GIRL,2735,Alto,SLOVENIAN GIRL,,SLOVENIAN GIRL,2012-03-16,3,TUCUMÁN DISTRIBUIDORA DE FILMES LTDA,TUCUMÁN
,,,,,,,,SPY KIDS: ALL THE TIME IN THE WORLD IN 4D,322825,Alto,SPY KIDS: ALL THE TIME IN THE WORLD IN 4D,,SPY KIDS: ALL THE TIME IN THE WORLD IN 4D,2012-03-16,3,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,THIS MEANS WAR,1013544,Alto,THIS MEANS WAR,,THIS MEANS WAR,2012-03-16,3,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,BIG MIRACLE,13058,Alto,BIG MIRACLE,,BIG MIRACLE,2012-03-09,3,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,JOHN CARTER,1033305,Alto,JOHN CARTER,,JOHN CARTER,2012-03-09,3,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,SEEKING JUSTICE,183347,Alto,SEEKING JUSTICE,,SEEKING JUSTICE,2012-03-09,3,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,W. E.,39805,Alto,W. E.,,W. E.,2012-03-09,3,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
,,,,,,,,BREAKING WIND,201611,Alto,BREAKING WIND,,BREAKING WIND,2012-03-02,3,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
,,,,,,,,CHRONICLE,207529,Alto,CHRONICLE,,CHRONICLE,2012-03-02,3,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,DRIVE,124256,Alto,DRIVE,,DRIVE,2012-03-02,3,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,LE HAVRE,30452,Alto,LE HAVRE,,LE HAVRE,2012-03-02,3,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,SCHASTYE MOE,10291,Alto,SCHASTYE MOE,,SCHASTYE MOE,2012-03-02,3,MOSTRA INTERNACIONAL DE CINEMA LTDA,MOSTRA
,,,,,,,,UNDERWORLD AWAKENING,746474,Alto,UNDERWORLD AWAKENING,,UNDERWORLD AWAKENING,2012-03-02,3,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,678,11436,Alto,678,,678,2012-02-25,2,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,ALBERT NOBBS,47721,Alto,ALBERT NOBBS,,ALBERT NOBBS,2012-02-24,2,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,EXTREMELY LOUD AND INCREDIBLY CLOSE,162838,Alto,EXTREMELY LOUD AND INCREDIBLY CLOSE,,EXTREMELY LOUD AND INCREDIBLY CLOSE,2012-02-24,2,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,THE WOMAN IN BLACK,252255,Alto,THE WOMAN IN BLACK,,THE WOMAN IN BLACK,2012-02-24,2,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,GHOST RIDER: SPIRIT OF VENGEANCE,2397189,Alto,GHOST RIDER: SPIRIT OF VENGEANCE,,GHOST RIDER: SPIRIT OF VENGEANCE,2012-02-17,2,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,HOTXUÁ,4493,Alto,HOTXUÁ,,HOTXUÁ,2012-02-17,2,CALIBAN PRODUÇÕES CINEMATOGRÁFICAS LTDA.,CALIBAN
,,,,,,,,HUGO,1048419,Alto,HUGO,,HUGO,2012-02-17,2,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,MONEYBALL,94993,Alto,MONEYBALL,,MONEYBALL,2012-02-17,2,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,THE IRON LADY,670274,Alto,THE IRON LADY,,THE IRON LADY,2012-02-17,2,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,CORAÇÃO DO SAMBA,291,Baixo,CORAÇÃO DO SAMBA,,CORAÇÃO DO SAMBA,2012-02-10,2,KINOFILMES PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA,KINOFILMES
,,,,,,,,CUBATÃO - A VOLTA DO GUARÁ VERMELHO,143,Baixo,CUBATÃO - A VOLTA DO GUARÁ VERMELHO,,CUBATÃO - A VOLTA DO GUARÁ VERMELHO,2012-02-10,2,RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.,RAIZ
,,,,,,,,JACK AND JILL,2128174,Alto,JACK AND JILL,,JACK AND JILL,2012-02-10,2,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,LES FEMMES DU 6EME ETAGE,53910,Alto,LES FEMMES DU 6EME ETAGE,,LES FEMMES DU 6EME ETAGE,2012-02-10,2,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",UNIFILMES
,,,,,,,,MÃE E FILHA,705,Alto,MÃE E FILHA,,MÃE E FILHA,2012-02-10,2,FREDERICO DA CRUZ MACHADO - ME,FREDERICO
,,,,,,,,THE ARTIST,340785,Alto,THE ARTIST,,THE ARTIST,2012-02-10,2,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,THE AWAKENING,54493,Alto,THE AWAKENING,,THE AWAKENING,2012-02-10,2,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
,,,,,,,,BEAUTY AND THE BEAST,162852,Alto,BEAUTY AND THE BEAST,,BEAUTY AND THE BEAST,2012-02-03,2,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,"HELP, THE",135701,Alto,"HELP, THE",,"HELP, THE",2012-02-03,2,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,JOURNEY2: THE MYSTERIOUS ISLAND,874296,Alto,JOURNEY2: THE MYSTERIOUS ISLAND,,JOURNEY2: THE MYSTERIOUS ISLAND,2012-02-03,2,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,MAN ON A LEDGE,290270,Alto,MAN ON A LEDGE,,MAN ON A LEDGE,2012-02-03,2,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,THE DEVIL INSIDE,587101,Alto,THE DEVIL INSIDE,,THE DEVIL INSIDE,2012-02-03,2,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,J. EDGAR,128250,Alto,J. EDGAR,,J. EDGAR,2012-01-27,1,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,THE DESCENDANTS,592235,Alto,THE DESCENDANTS,,THE DESCENDANTS,2012-01-27,1,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,THE GIRL WITH THE DRAGON TATTOO,681044,Alto,THE GIRL WITH THE DRAGON TATTOO,,THE GIRL WITH THE DRAGON TATTOO,2012-01-27,1,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
